Formas de Pago,Matrícula al día,Becario,Situación laboral,Facultad,Orden de solicitud,Modo de solicitud,Procedencia,Vivienda,Necesidades educativas especiales,Trasladado(a),Género,Crianza Adventista,Estado civil,Titulación de la madre,Titulación del padre,Ocupación de la madre,Ocupación del padre,Promedio ponderado del semestre,Asistencia (%),Desarrollo de Tareas (%),tasa_aprobacion,tasa_evaluacion,carga_aprobada,backlog_eval,backlog_aprob,Deuda,deuda_neta,conflicto_trabajo_estudio,trabajo_ordinal,Edad,¿La distancia y la separación de mi familia para estudiar en la universidad me hacen considerar abandonar mis estudios.?,¿La incompatibilidad entre mis horarios de trabajo y las clases me llevaría a abandonar la carrera.?,¿La calidad de la enseñanza y las metodologías docentes me desmotivan al punto de pensar en abandonar?,"¿La falta de recursos económicos, becas o facilidades de pago me haría interrumpir mis estudios?","¿Me siento poco integrado/a con mis compañeros y actividades universitarias, lo que me hace pensar en abandonar?","¿El estrés, la ansiedad u otros problemas de bienestar asociados a la vida universitaria me hacen considerar abandonar?",¿La falta de seguridad dentro o cerca del campus influye en mi intención de abandonar?,¿La retroalimentación tardía o poco clara de los docentes afecta mi continuidad y me hace pensar en abandonar?,¿La carrera/facultad donde estoy matriculado no cumple mis expectativas y me hace pensar en retirarme?,¿La dificultad de los cursos supera mis capacidades actuales y me lleva a considerar dejar la universidad?,¿Cuento con poco apoyo familiar para continuar mis estudios y eso me hace considerar el abandono?,"¿Me cuesta adaptarme a la cultura y normas institucionales, lo que afecta mi permanencia?","¿No veo una trayectoria profesional clara a partir de mi carrera actual, por lo que consideraría retirarme?",Condición Final,target_deserto
Armadas,Sí,No,No Trabaja,Ciencias de la Salud,Primera Opción,Ingreso directo,Lima,Alquila cuarto,No,No,M,Sí,Casado,Técnica,Educación Superior,Ama de casa / labores del hogar,Servicios personales y domésticos,12.71,84.4,76.2,0.75,0.8,0.6,1,1,676.66,57.75,0,0,23,2,3,2,1,3,5,1,1,4,3,4,2,1,Graduado,0
Armadas,Sí,No,Medio Tiempo,Ciencias Humanas y Educación,Segunda Opción,Examen de admisión ordinario,Provincia,Alquila cuarto,No,No,M,No,Soltero,Técnica,Secundaria,Empleados administrativos / de oficina,Profesionales y técnicos,13.3,84.8,89.9,0.6666666666666666,0.8571428571428571,0.5714285714285714,1,2,1013.01,777.91,4,1,17,1,4,1,2,1,4,2,4,5,5,5,5,3,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Humanas y Educación,Primera Opción,Ingreso directo,Provincia,Familiares,No,Sí,H,Sí,Soltero,Secundaria,Secundaria,Profesionales y técnicos,Desempleado / sin ocupación,13.28,76.4,74.6,0.6666666666666666,0.75,0.5,1,1,136.07,-355.13,0,0,22,1,5,3,1,2,5,2,5,4,4,2,4,2,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,M,Sí,Soltero,Secundaria,Primaria,Profesionales y técnicos,Profesionales y técnicos,10.81,91.1,71.3,0.5,1.0,0.5,0,2,852.13,795.36,0,0,23,1,3,5,3,3,4,1,2,5,5,5,5,5,Desertó,1
Armadas,Sí,No,Medio Tiempo,Ciencias Humanas y Educación,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,M,Sí,Soltero,Técnica,Secundaria,Ama de casa / labores del hogar,Servicios personales y domésticos,10.89,65.5,71.2,0.5,1.0,0.5,0,2,199.44,-563.27,3,1,22,5,3,1,1,1,3,1,2,1,5,5,1,5,Desertó,1
Armadas,Sí,No,No Trabaja,Ingeniería y Arquitectura,Segunda Opción,Ingreso por reingreso,Lima,Familiares,No,No,M,Sí,Soltero,Educación Superior,Secundaria,Obreros / trabajadores manuales,Obreros / trabajadores manuales,8.89,81.2,87.6,0.5,1.0,0.5,0,2,656.56,34.70999999999992,0,0,21,5,5,1,1,3,5,1,3,2,4,1,5,1,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Provincia,Alquila cuarto,No,No,H,No,Soltero,Técnica,Secundaria,Servicios personales y domésticos,Ama de casa / labores del hogar,12.91,86.8,76.0,0.7142857142857143,0.875,0.625,1,2,307.66,-447.03000000000003,0,0,19,3,4,5,1,4,3,4,5,2,5,2,4,1,Graduado,0
Contado,Sí,Sí,No Trabaja,Ciencias Humanas y Educación,Primera Opción,Examen de admisión ordinario,Lima,Residencia,No,No,H,No,Soltero,Técnica,Secundaria,Servicios personales y domésticos,Comerciantes / vendedores,14.05,95.6,78.0,0.7142857142857143,1.0,0.7142857142857143,0,2,434.38,-189.85000000000002,0,0,17,2,4,3,5,5,1,4,2,4,1,4,3,1,Graduado,0
Contado,Sí,No,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Ingreso directo,Lima,Familiares,No,No,M,No,Soltero,Técnica,Educación Superior,Obreros / trabajadores manuales,Comerciantes / vendedores,18.05,92.7,93.5,0.8571428571428571,1.0,0.8571428571428571,0,1,177.02,67.26,0,0,21,4,4,4,4,1,5,1,1,2,5,1,4,3,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Provincia,Residencia,No,No,M,No,Soltero,Primaria,Educación Superior,Comerciantes / vendedores,Empleados administrativos / de oficina,13.85,86.3,94.5,0.6666666666666666,0.8571428571428571,0.5714285714285714,1,2,814.15,212.68999999999994,0,0,18,1,5,4,3,1,1,1,5,1,5,3,1,1,Graduado,0
Otros,Sí,No,No Trabaja,Ciencias de la Salud,Primera Opción,Examen de admisión ordinario,Provincia,Alquila cuarto,No,No,H,No,Soltero,Secundaria,Educación Superior,Obreros / trabajadores manuales,Desempleado / sin ocupación,14.58,92.2,53.3,0.6666666666666666,0.75,0.5,1,1,1190.65,778.6700000000001,0,0,22,2,5,2,5,5,5,1,1,1,5,5,1,5,Graduado,0
Armadas,Sí,Sí,No Trabaja,Ciencias de la Salud,Primera Opción,Examen de admisión ordinario,Provincia,Residencia,No,No,M,Sí,Soltero,Secundaria,Educación Superior,Profesionales y técnicos,Agricultores / ganaderos / pescadores,11.91,85.6,64.9,0.625,1.0,0.625,0,3,1311.96,1212.22,0,0,22,1,5,5,2,1,1,3,1,5,5,5,5,5,Graduado,0
Contado,Sí,No,Tiempo completo,Ciencias Empresariales,Segunda Opción,Examen de admisión ordinario,Lima,Familiares,No,No,M,Sí,Soltero,Técnica,Técnica,Ama de casa / labores del hogar,Profesionales y técnicos,12.46,85.4,66.8,0.625,1.0,0.625,0,3,173.84,-144.60999999999999,8,2,23,3,4,3,4,1,2,4,4,1,1,1,5,4,Desertó,1
Armadas,No,No,Medio Tiempo,Ciencias de la Salud,Primera Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,H,Sí,Soltero,Secundaria,Secundaria,Ama de casa / labores del hogar,Empleados administrativos / de oficina,12.02,82.2,87.4,0.5,1.0,0.5,0,2,722.49,582.8,1,1,22,2,1,5,5,1,5,3,5,1,1,3,5,5,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Humanas y Educación,Segunda Opción,Ingreso directo,Lima,Residencia,No,No,M,Sí,Soltero,Educación Superior,Primaria,Comerciantes / vendedores,Desempleado / sin ocupación,7.72,91.8,71.5,0.5,1.0,0.5,0,2,892.28,428.63,0,0,24,4,5,1,5,2,3,1,2,4,4,5,2,3,Graduado,0
Armadas,No,Sí,Medio Tiempo,Ciencias Empresariales,Primera Opción,Ingreso directo,Lima,Residencia,No,No,H,No,Soltero,Secundaria,Educación Superior,Otros / no especificado,Agricultores / ganaderos / pescadores,15.32,86.0,97.7,0.6666666666666666,1.0,0.6666666666666666,0,2,1473.06,-694.69,4,1,21,5,4,1,1,1,2,5,2,3,1,1,1,4,Graduado,0
Armadas,No,No,No Trabaja,Ciencias de la Salud,Primera Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,M,Sí,Soltero,Secundaria,Técnica,Agricultores / ganaderos / pescadores,Agricultores / ganaderos / pescadores,10.24,96.3,89.2,0.42857142857142855,1.0,0.42857142857142855,0,4,225.78,-202.95000000000002,0,0,24,5,5,5,4,5,5,4,1,5,5,3,1,5,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Humanas y Educación,Primera Opción,Ingreso por convenio o beca especial,Lima,Familiares,No,No,M,No,Soltero,Técnica,Secundaria,Empleados administrativos / de oficina,Comerciantes / vendedores,15.84,98.3,83.3,0.8333333333333334,0.8571428571428571,0.7142857142857143,1,1,219.84,-488.67999999999995,0,0,22,1,1,1,4,4,1,1,1,3,1,2,1,5,Graduado,0
Armadas,Sí,No,Medio Tiempo,Ciencias Humanas y Educación,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,M,No,Soltero,Secundaria,Secundaria,Agricultores / ganaderos / pescadores,Servicios personales y domésticos,11.56,90.1,78.8,0.625,1.0,0.625,0,3,951.34,467.77000000000004,1,1,22,3,1,2,5,3,1,3,4,1,5,4,2,1,Desertó,1
Contado,No,No,No Trabaja,Ciencias de la Salud,Tercera Opción,Examen de admisión ordinario,Provincia,Alquila cuarto,No,No,M,Sí,Soltero,Técnica,Educación Superior,Empleados administrativos / de oficina,Obreros / trabajadores manuales,10.6,78.9,56.8,0.5714285714285714,1.0,0.5714285714285714,0,3,138.75,-760.44,0,0,19,3,2,4,1,3,1,4,2,5,2,5,1,1,Desertó,1
Armadas,Sí,No,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Ingreso por convenio o beca especial,Provincia,Familiares,No,No,M,No,Soltero,Secundaria,Educación Superior,Comerciantes / vendedores,Obreros / trabajadores manuales,16.13,99.7,58.6,0.875,1.0,0.875,0,1,2037.03,1542.26,0,0,24,3,1,3,5,5,1,1,1,4,1,5,3,1,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Humanas y Educación,Primera Opción,Examen de admisión ordinario,Lima,Alquila cuarto,No,No,M,Sí,Soltero,Primaria,Técnica,Comerciantes / vendedores,Profesionales y técnicos,12.85,88.9,93.9,0.625,1.0,0.625,0,3,309.78,-869.8800000000001,0,0,20,5,1,3,4,1,3,1,2,4,1,1,2,3,Graduado,0
Armadas,No,No,Tiempo completo,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Lima,Alquila cuarto,No,No,H,No,Soltero,Secundaria,Secundaria,Militares / policías / fuerzas del orden,Obreros / trabajadores manuales,7.18,74.3,58.7,0.4,0.8333333333333334,0.3333333333333333,1,3,2214.34,2104.11,10,2,25,2,5,2,3,1,1,3,2,1,5,4,4,1,Desertó,1
Armadas,Sí,No,No Trabaja,Ciencias de la Salud,Tercera Opción,Ingreso directo,Lima,Familiares,No,No,M,Sí,Soltero,Educación Superior,Educación Superior,Ama de casa / labores del hogar,Profesionales y técnicos,10.18,65.9,76.8,0.5714285714285714,1.0,0.5714285714285714,0,3,288.23,139.99,0,0,22,1,4,5,3,1,5,4,1,5,4,5,2,4,Graduado,0
Contado,Sí,No,Medio Tiempo,Ciencias de la Salud,Segunda Opción,Examen de admisión ordinario,Lima,Familiares,No,No,M,Sí,Soltero,Secundaria,Técnica,Profesionales y técnicos,Servicios personales y domésticos,10.38,83.6,73.6,0.5714285714285714,1.0,0.5714285714285714,0,3,484.19,-248.2,5,1,24,5,5,1,4,2,2,1,5,1,5,4,1,1,Graduado,0
Armadas,Sí,No,Medio Tiempo,Ciencias de la Salud,Primera Opción,Examen de admisión ordinario,Extranjero,Residencia,No,No,H,Sí,Soltero,Educación Superior,Secundaria,Profesionales y técnicos,Profesionales y técnicos,13.19,93.0,73.5,0.6666666666666666,1.0,0.6666666666666666,0,2,549.82,35.710000000000036,5,1,24,3,5,1,3,3,2,5,5,5,4,5,1,5,Graduado,0
Armadas,Sí,No,Medio Tiempo,Ciencias Humanas y Educación,Segunda Opción,Examen de admisión ordinario,Lima,Alquila cuarto,No,No,H,Sí,Soltero,Educación Superior,Secundaria,Comerciantes / vendedores,Profesionales y técnicos,9.26,85.6,78.4,0.3333333333333333,0.75,0.25,1,2,124.33,-713.74,1,1,26,5,1,2,5,2,5,1,1,5,3,5,5,2,Desertó,1
Contado,No,No,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Provincia,Alquila cuarto,No,Sí,H,Sí,Soltero,Educación Superior,Educación Superior,Servicios personales y domésticos,Profesionales y técnicos,14.22,76.5,100.0,0.7142857142857143,0.875,0.625,1,2,366.1,296.61,0,0,20,5,3,3,5,4,1,3,2,1,5,2,4,1,Graduado,0
Contado,No,No,Medio Tiempo,Teología,Segunda Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,M,Sí,Soltero,Técnica,Primaria,Comerciantes / vendedores,Desempleado / sin ocupación,11.51,86.8,81.9,0.5,1.0,0.5,0,3,716.42,306.98999999999995,1,1,18,3,1,1,4,2,5,1,2,3,2,1,5,3,Desertó,1
Contado,Sí,No,Medio Tiempo,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,H,Sí,Soltero,Sin estudios,Secundaria,Profesionales y técnicos,Agricultores / ganaderos / pescadores,11.85,78.9,61.1,0.5,0.8,0.4,1,2,5.18,-106.09,5,1,23,3,5,3,5,5,1,3,1,1,3,5,3,1,Desertó,1
Contado,Sí,No,No Trabaja,Ingeniería y Arquitectura,Segunda Opción,Ingreso directo,Lima,Alquila cuarto,No,No,M,Sí,Casado,Educación Superior,Secundaria,Servicios personales y domésticos,Agricultores / ganaderos / pescadores,10.17,84.5,84.3,0.6,1.0,0.6,0,2,2072.9,1398.8700000000001,0,0,20,5,5,1,3,2,3,1,1,1,5,1,1,5,Graduado,0
Contado,Sí,No,No Trabaja,Ciencias de la Salud,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,M,Sí,Soltero,Técnica,Técnica,Comerciantes / vendedores,Servicios personales y domésticos,7.91,82.3,60.0,0.4,1.0,0.4,0,3,1106.22,614.04,0,0,16,4,3,5,4,1,5,3,1,2,5,2,1,3,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Provincia,Alquila cuarto,No,No,M,Sí,Soltero,Secundaria,Técnica,Comerciantes / vendedores,Servicios personales y domésticos,14.88,87.9,88.8,0.7142857142857143,0.875,0.625,1,2,532.15,161.52999999999997,0,0,22,5,3,1,5,5,1,1,5,5,3,5,4,3,Graduado,0
Contado,Sí,No,Medio Tiempo,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,M,No,Soltero,Secundaria,Educación Superior,Comerciantes / vendedores,Otros / no especificado,9.43,94.2,78.9,0.5,0.8571428571428571,0.42857142857142855,1,3,1426.2,1360.0700000000002,1,1,18,5,1,1,5,5,2,1,1,1,3,3,5,2,Graduado,0
Armadas,No,No,No Trabaja,Ciencias Humanas y Educación,Primera Opción,Examen de admisión ordinario,Lima,Alquila cuarto,No,Sí,M,No,Soltero,Secundaria,Educación Superior,Comerciantes / vendedores,Otros / no especificado,13.17,78.2,70.7,0.7142857142857143,0.875,0.625,1,2,1263.62,880.2299999999999,0,0,22,3,5,1,5,5,1,1,3,4,3,1,1,3,Desertó,1
Armadas,No,No,Medio Tiempo,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Provincia,Alquila cuarto,No,Sí,M,No,Soltero,Técnica,Técnica,Servicios personales y domésticos,Agricultores / ganaderos / pescadores,6.46,92.1,72.0,0.25,1.0,0.25,0,3,11.7,-79.45,5,1,25,5,5,5,5,4,5,3,1,2,4,1,3,1,Graduado,0
Contado,Sí,No,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Ingreso por traslado externo,Lima,Residencia,No,No,H,Sí,Soltero,Educación Superior,Educación Superior,Servicios personales y domésticos,Profesionales y técnicos,19.36,96.0,85.1,1.0,1.0,1.0,0,0,1134.49,802.62,0,0,21,2,5,5,5,5,3,3,3,4,4,4,5,5,Graduado,0
Contado,Sí,No,No Trabaja,Ciencias Empresariales,Primera Opción,Ingreso por convenio o beca especial,Provincia,Familiares,No,No,M,No,Soltero,Técnica,Secundaria,Ama de casa / labores del hogar,Servicios personales y domésticos,20.0,96.0,90.6,1.0,1.0,1.0,0,0,290.07,-694.54,0,0,27,3,4,2,3,5,4,2,3,2,2,1,1,3,Graduado,0
Contado,Sí,No,No Trabaja,Ciencias de la Salud,Tercera Opción,Examen de admisión ordinario,Provincia,Alquila cuarto,No,No,M,No,Soltero,Primaria,Secundaria,Profesionales y técnicos,Obreros / trabajadores manuales,9.3,77.1,62.2,0.5,0.8,0.4,1,2,162.11,-208.07,0,0,16,5,1,3,5,3,3,1,1,3,5,3,3,1,Graduado,0
Contado,No,No,No Trabaja,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Provincia,Alquila cuarto,No,No,M,No,Soltero,Secundaria,Primaria,Servicios personales y domésticos,Profesionales y técnicos,15.22,94.6,82.3,0.6666666666666666,0.75,0.5,1,1,708.58,111.83000000000004,0,0,25,5,5,2,3,2,3,5,2,5,4,1,1,4,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias de la Salud,Segunda Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,H,Sí,Soltero,Educación Superior,Secundaria,Obreros / trabajadores manuales,Comerciantes / vendedores,14.75,85.9,72.8,0.7142857142857143,1.0,0.7142857142857143,0,2,769.5,453.69,0,0,22,2,4,1,2,5,2,4,3,5,1,1,1,5,Desertó,1
Contado,Sí,No,Medio Tiempo,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Lima,Alquila cuarto,No,No,H,Sí,Soltero,Educación Superior,Secundaria,Agricultores / ganaderos / pescadores,Profesionales y técnicos,13.23,78.4,78.4,0.6666666666666666,1.0,0.6666666666666666,0,2,1171.15,988.45,3,1,20,1,3,1,5,5,5,4,5,1,4,5,4,1,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Humanas y Educación,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,H,No,Soltero,Técnica,Técnica,Ama de casa / labores del hogar,Desempleado / sin ocupación,10.65,80.9,80.7,0.6,1.0,0.6,0,2,745.7,608.0,0,0,18,5,5,1,3,2,5,1,2,1,3,1,1,4,Graduado,0
Armadas,Sí,No,Tiempo completo,Ciencias Empresariales,Segunda Opción,Examen de admisión ordinario,Lima,Alquila cuarto,No,No,M,Sí,Soltero,Secundaria,Técnica,Profesionales y técnicos,Empleados administrativos / de oficina,14.29,87.1,89.6,0.6666666666666666,1.0,0.6666666666666666,0,2,1914.56,1624.51,2,2,22,2,1,5,5,5,2,5,4,3,2,2,1,4,Desertó,1
Armadas,Sí,Sí,Tiempo completo,Ciencias Humanas y Educación,Segunda Opción,Ingreso directo,Lima,Alquila cuarto,No,No,M,No,Soltero,Educación Superior,Secundaria,Obreros / trabajadores manuales,Comerciantes / vendedores,12.4,83.8,74.0,0.6,1.0,0.6,0,2,233.62,-350.49,10,2,19,3,5,3,5,4,5,5,1,5,1,3,1,2,Graduado,0
Armadas,Sí,Sí,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Lima,Alquila cuarto,No,Sí,H,No,Casado,Secundaria,Secundaria,Profesionales y técnicos,Obreros / trabajadores manuales,15.44,93.5,68.1,0.8333333333333334,0.8571428571428571,0.7142857142857143,1,1,441.95,192.88,0,0,26,1,2,5,5,5,3,4,1,5,3,1,1,3,Graduado,0
Contado,Sí,No,Medio Tiempo,Ciencias de la Salud,Tercera Opción,Ingreso por traslado externo,Lima,Alquila cuarto,No,Sí,M,Sí,Soltero,Educación Superior,Educación Superior,Servicios personales y domésticos,Otros / no especificado,11.01,80.5,62.5,0.625,1.0,0.625,0,3,312.39,-425.96000000000004,5,1,20,2,5,2,1,5,1,2,2,5,4,5,2,3,Desertó,1
Contado,Sí,No,No Trabaja,Ciencias Empresariales,Tercera Opción,Examen de admisión ordinario,Provincia,Residencia,No,No,M,No,Soltero,Educación Superior,Técnica,Otros / no especificado,Militares / policías / fuerzas del orden,16.65,90.5,61.8,0.875,1.0,0.875,0,1,50.41,-813.38,0,0,22,3,1,5,1,1,1,1,1,3,2,1,1,3,Desertó,1
Contado,Sí,No,No Trabaja,Ciencias Empresariales,Primera Opción,Ingreso por reingreso,Lima,Familiares,No,No,H,Sí,Soltero,Primaria,Educación Superior,Agricultores / ganaderos / pescadores,Profesionales y técnicos,8.22,86.1,86.3,0.42857142857142855,1.0,0.42857142857142855,0,4,1206.05,824.42,0,0,24,4,2,3,3,2,2,5,5,1,5,2,5,3,Graduado,0
Armadas,No,No,Tiempo completo,Ciencias Humanas y Educación,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,H,No,Soltero,Primaria,Técnica,Profesionales y técnicos,Profesionales y técnicos,12.34,82.5,85.1,0.5714285714285714,0.875,0.5,1,3,741.18,131.07999999999993,10,2,21,4,5,1,5,3,4,1,1,4,4,1,2,3,Graduado,0
Contado,Sí,No,Medio Tiempo,Ciencias Empresariales,Segunda Opción,Examen de admisión ordinario,Lima,Residencia,No,No,H,Sí,Soltero,Secundaria,Educación Superior,Comerciantes / vendedores,Comerciantes / vendedores,10.6,94.6,62.6,0.6,1.0,0.6,0,2,215.61,105.70000000000002,3,1,18,2,3,2,5,1,5,1,4,1,1,3,3,1,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Humanas y Educación,Primera Opción,Ingreso por traslado externo,Provincia,Familiares,No,No,H,Sí,Soltero,Primaria,Secundaria,Empleados administrativos / de oficina,Obreros / trabajadores manuales,9.43,98.0,96.4,0.5,0.8571428571428571,0.42857142857142855,1,3,390.66,-150.26999999999992,0,0,22,1,3,5,3,4,1,5,2,2,5,4,4,5,Graduado,0
Armadas,No,Sí,Medio Tiempo,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,H,No,Soltero,Técnica,Secundaria,Servicios personales y domésticos,Profesionales y técnicos,8.36,100.0,88.9,0.4,1.0,0.4,0,3,374.28,-1251.73,2,1,18,1,2,5,1,1,4,3,1,1,5,1,3,3,Graduado,0
Armadas,No,No,Tiempo completo,Ciencias Humanas y Educación,Segunda Opción,Ingreso directo,Extranjero,Familiares,No,No,M,Sí,Soltero,Técnica,Secundaria,Servicios personales y domésticos,Obreros / trabajadores manuales,11.76,87.3,88.0,0.5,1.0,0.5,0,2,267.39,-238.38,6,2,19,5,3,3,5,1,5,5,5,1,4,5,2,1,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Empresariales,Segunda Opción,Ingreso directo,Provincia,Residencia,No,Sí,H,Sí,Soltero,Secundaria,Primaria,Obreros / trabajadores manuales,Empleados administrativos / de oficina,8.08,88.0,85.8,0.5,0.8,0.4,1,2,691.97,588.97,0,0,19,5,5,1,5,1,5,5,1,2,5,1,5,3,Graduado,0
Armadas,Sí,No,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,H,No,Soltero,Técnica,Secundaria,Comerciantes / vendedores,Comerciantes / vendedores,15.28,89.0,68.9,0.75,0.8,0.6,1,1,1650.18,1095.3600000000001,0,0,22,1,4,4,5,1,2,2,1,1,2,1,1,2,Graduado,0
Contado,Sí,No,No Trabaja,Ingeniería y Arquitectura,Segunda Opción,Examen de admisión ordinario,Lima,Residencia,No,No,M,No,Soltero,Educación Superior,Técnica,Profesionales y técnicos,Comerciantes / vendedores,8.51,92.1,84.5,0.42857142857142855,0.875,0.375,1,4,586.94,-251.68999999999994,0,0,23,5,2,3,4,5,5,5,1,2,5,3,1,2,Graduado,0
Contado,Sí,No,Medio Tiempo,Ciencias de la Salud,Primera Opción,Ingreso directo,Provincia,Familiares,No,No,M,No,Soltero,Técnica,Técnica,Ama de casa / labores del hogar,Profesionales y técnicos,11.87,73.6,59.5,0.5714285714285714,1.0,0.5714285714285714,0,3,846.62,-26.809999999999945,5,1,27,5,5,2,5,4,3,4,3,2,5,3,1,2,Graduado,0
Contado,Sí,No,No Trabaja,Ingeniería y Arquitectura,Segunda Opción,Examen de admisión ordinario,Lima,Alquila cuarto,No,No,M,Sí,Soltero,Secundaria,Primaria,Obreros / trabajadores manuales,Comerciantes / vendedores,13.92,82.0,58.7,0.75,1.0,0.75,0,2,743.19,491.5200000000001,0,0,20,3,1,5,2,3,1,5,1,1,4,3,1,5,Graduado,0
Armadas,Sí,No,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Provincia,Residencia,No,No,H,Sí,Soltero,Secundaria,Educación Superior,Profesionales y técnicos,Servicios personales y domésticos,14.01,84.9,81.6,0.75,1.0,0.75,0,2,138.91,-148.48999999999998,0,0,23,3,4,5,2,2,2,2,2,3,5,2,5,2,Graduado,0
Armadas,Sí,No,No Trabaja,Ingeniería y Arquitectura,Segunda Opción,Examen de admisión ordinario,Provincia,Residencia,No,No,H,No,Soltero,Secundaria,Secundaria,Ama de casa / labores del hogar,Otros / no especificado,9.15,96.6,83.3,0.4,1.0,0.4,0,3,72.18,-377.01,0,0,18,4,2,3,2,2,5,3,1,1,5,5,1,2,Graduado,0
Armadas,No,No,Tiempo completo,Ciencias Empresariales,Primera Opción,Ingreso directo,Provincia,Alquila cuarto,No,No,H,No,Casado,Secundaria,Primaria,Comerciantes / vendedores,Obreros / trabajadores manuales,10.84,83.5,82.3,0.6666666666666666,0.75,0.5,1,1,989.5,598.28,4,2,16,2,2,5,5,2,5,3,1,5,4,1,2,5,Graduado,0
Armadas,Sí,No,No Trabaja,Ingeniería y Arquitectura,Tercera Opción,Examen de admisión ordinario,Lima,Residencia,No,No,H,Sí,Soltero,Técnica,Educación Superior,Obreros / trabajadores manuales,Empleados administrativos / de oficina,14.38,98.0,78.0,0.7142857142857143,1.0,0.7142857142857143,0,2,1328.6,1008.7399999999999,0,0,21,5,2,5,5,1,2,1,5,4,4,2,5,5,Graduado,0
Armadas,Sí,No,Medio Tiempo,Ciencias Empresariales,Primera Opción,Ingreso directo,Lima,Familiares,No,No,M,Sí,Soltero,Técnica,Primaria,Profesionales y técnicos,Profesionales y técnicos,11.43,79.8,73.4,0.5,0.8,0.4,1,2,716.84,519.01,5,1,26,4,5,5,5,1,1,1,5,1,5,4,4,5,Graduado,0
Armadas,Sí,No,Medio Tiempo,Ciencias Humanas y Educación,Tercera Opción,Ingreso por reingreso,Lima,Alquila cuarto,No,No,H,Sí,Soltero,Primaria,Secundaria,Desempleado / sin ocupación,Servicios personales y domésticos,13.93,81.8,83.1,0.6,0.8333333333333334,0.5,1,2,544.64,189.01,4,1,20,3,4,4,5,5,3,1,1,5,1,5,5,4,Desertó,1
Armadas,Sí,No,Medio Tiempo,Ciencias de la Salud,Primera Opción,Ingreso por traslado externo,Lima,Familiares,No,Sí,M,Sí,Soltero,Técnica,Educación Superior,Ama de casa / labores del hogar,Obreros / trabajadores manuales,15.92,91.4,63.3,0.8333333333333334,0.8571428571428571,0.7142857142857143,1,1,467.01,119.13999999999999,5,1,20,5,5,3,2,2,2,2,1,2,1,1,1,4,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias de la Salud,Primera Opción,Ingreso directo,Provincia,Alquila cuarto,No,No,M,No,Soltero,Primaria,Primaria,Servicios personales y domésticos,Militares / policías / fuerzas del orden,12.45,88.5,76.7,0.5,0.8,0.4,1,2,2331.08,1921.8999999999999,0,0,22,4,1,5,5,3,5,4,5,2,1,1,3,3,Graduado,0
Otros,Sí,No,Tiempo completo,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Lima,Alquila cuarto,No,No,H,Sí,Soltero,Secundaria,Secundaria,Servicios personales y domésticos,Comerciantes / vendedores,12.65,93.0,79.6,0.5714285714285714,1.0,0.5714285714285714,0,3,602.8,191.81999999999994,10,2,23,5,5,3,1,4,1,5,4,1,1,4,3,5,Desertó,1
